Course code,Course title
GENE311C , Topics for List C Complementary Studies Courses Taken on Exchange by Engineering  Students 
GENE311D , Topics for List D Complementary Studies Courses Taken on Exchange by Engineering  Students 
GENE312E , Topics for Natural Science Elective Courses Taken on Exchange by Engineering  Students 
GENE315 , Special Directed Non Technical Studies
GENE395 , Engineering  Study Abroad 
GENE396 , Engineering  Study Abroad 
GENE397 , Engineering  Study Abroad 
GENE399 , Special Topics in Third Year Engineering
GENE403 , Interdisciplinary Design Project 1 
GENE404 , Interdisciplinary Design Project 2 
GENE415 , Non Technical Studies: Practical Analysis of Student Leadership Experiences
GENE499 , Special Topics in Fourth Year Engineering
GENE501 , Directed Studies for Visiting Exchange Students 
GENE502 , Directed Studies for Visiting Exchange Students 
GENE503 , Directed Studies for Visiting Exchange Students 
GENE599 , Special Topics in Engineering 
GEOG100 , On Becoming  a Geogr apher 
GEOG101 ," Human Geogr aphies: People, Space and Change "
GEOG102 , Global Environmental Systems: Processes and Change 
GEOG181 , Designing  Effective Maps 
GEOG187 , Geospatial Data Science 
GEOG202 , Geogr aphy of the Global Economy 
GEOG203 , Environment and Development in a Global Perspective 
GEOG205 , Principles of Geomorphology 
GEOG207 , Climate Change Fundamentals 
GEOG209 , Hydroclimatology 
GEOG215 , China: Diverse and Dynamic 
GEOG219 , How Pandemics Change the World 
GEOG222 , Geographical Study of Canada 
GEOG225 , Global Environment and Health 
GEOG233 , Geography of Tourism 
GEOG270 , Remotely Piloted Aircraft Systems (RPAS) Knowledge Requirements 
GEOG271 , Earth from Space Using  Remote Sensing 
GEOG274 , Special Topics in Geography 
GEOG281 , Introduction to Geographic Information Systems (GIS) 
GEOG293 , Ap proaches to Research in Human Geography 
GEOG294 , Ap proaches to Research in Physical Geography 
GEOG300 , Geomorphology and the Southern Ontario Environment 
GEOG302 , Geographies of Work and Employment 
GEOG303 , Physical Hydrology 
GEOG304 , Carbon in the Biosphere 
GEOG305 , Fluvial Geomorphology 
GEOG306 , Human Dimensions of Natural Hazards 
GEOG307 , Societal Adaptation to Climate Change 
GEOG309 , Physical Climatology 
GEOG310 , Geodesy and Surveying 
GEOG311 , Economic Geogr aphy and Society 
GEOG314 , Climate Services 
GEOG316 , Multivariate Statistics 
GEOG318 , Spatial Analysis 
GEOG319 , Economic Analyses for Regional Planning 
GEOG320 , The Cryosphere 
GEOG323 , Tourism Impacts   International Perspectives
GEOG325 , Geographies of Health 
GEOG336 ," Space, Power, and Politics: Citizenship in a Changing World "
GEOG349 , Urban Form and Spatial Structure 
GEOG351 , Geography of Transportation 
GEOG356 , Resources Management 
GEOG357 , River Management 
GEOG359 , Low Carbon Transition 
GEOG361 , Food Systems and Sustainability 
GEOG368 , Ecology and Conservation for Planning 
GEOG371 , Advanced Remote Sensing Techniques 
GEOG374 , Special Topics in Geogr aphy 
GEOG381 , Advanced Geogr aphic Information Systems 
GEOG387 , Spatial Databases 
GEOG391 , Field Research 
GEOG392 , International Field Research 
GEOG403 , Eutrophication: From Process to Water Quality Management
GEOG404 , Soil Ecosystem Dynamics 
GEOG405 , Wetlands 
GEOG407 , Environmental Hydrology of Terrestrial Ecosystems 
GEOG408 , Earth's Future Climates 
GEOG409 , Energy Balance Climatology 
GEOG411 , The Digital Economy 
GEOG414 , Climate Justice 
GEOG415 , Economy and Society Project 
GEOG416 , Aviation Sustainability 
GEOG417 , Climate Change Communication 
GEOG418 , Cold Region Climates 
GEOG420 , Ice Sheets and Glaciers 
GEOG423 , Sustainable Tourism 
GEOG426 , Geographies of Development 
GEOG428 , Spatial Demography 
GEOG430A , Field Research in Regional Geography 
GEOG430B , Field Research in Regional Geography 
GEOG430C , Field Research in Regional Geography 
GEOG432 , Health and the Built Environment 
GEOG436 ," Feminist Economic Geography: Gender, Identities and Social Change "
GEOG452 , Climate Change and Environment Project 
GEOG453 , Urban Stormwater Management 
GEOG456 , Transforming Canadian Resource Management 
GEOG457 , Wildfire and Landscape Change 
GEOG459 , Energy and Sustainability 
GEOG460 , Sustainable Food: Regional Case Study 
GEOG462 , Global Food and Agricultural Politics 
GEOG471 , Remote Sensing  Project 
GEOG474 , Special Topics in Geogr aphy 
GEOG475 , Independent Study of Selected Topics 
GEOG476 , Independent Studies of Selected Topics 
GEOG481 , Geogr aphic Information Systems Project 
GEOG483 , Civic Technology and Digital Infrastructures 
GEOG484 , Machine Learning  in Geospatial Science 
GEOG487 , Management Issues in Geographic Information Systems 
GEOG490A , Honours Thesis Preparation 
GEOG490B , Honours Thesis Completion 
GEOE100 , Environmental and Geological Engineering  Concepts 
GEOE115 , Linear Algebra 
GEOE121 , Computational Methods 
GEOE123 , Electrical Circuits and Instrumentation 
GEOE153 , Earth Engineering 
GEOE221 , Advanced Calculus 
GEOE223 , Differential Equations and Balance Laws 
GEOE224 , Probability and Statistics 
GEOE280 , Fluid Mechanics 
GEOE298 , Seminar 
GEOE299 , Seminar 
GEOE353 , Geotechnical Engineering 1 
GEOE354 , Geotechnical Engineering  2 
GEOE391 , Law and Ethics for Environmental and Geological Engineers 
GEOE392 , Economics and Life Cy cle Cost Analysis 
GEOE398 , Seminar 
GEOE399 , Seminar 
GEOE400 , Geological Engineering  Design Project 1 
GEOE401 , Geological Engineering  Design Project 2 
GEOE495 , Design Intensive Special Topics in Geological Engineering 
GEOE497 , Special Topics in Geological Engineering 
GEOE498 , Seminar 
GEOE499 , Seminar 
GEOE554 , Geotechnical Engineering 3 
GER100 , Zeitgeist and Popular Culture 
GER101 , Elementary German 1 
GER102 , Elementary German 2 
GER120 ," Once Upon a Fairy Tale: Fairy Tales, Then and Now "
GER130 , Norse My thology 
GER180 , German and Russian Literary Masterpieces 
GER200 , Transcultural Studies 
GER201 , Intermediate German 1 
GER202 , Intermediate German 2 
GER211 , Contemporary German Language and Culture 
GER230 , Vikings! 
GER250 , Performance German 1 
GER261 , Understanding  Conversation 
GER262 , Multilingualism 
GER271 , German Thought and Culture: Objects 
GER272 , German Thought and Culture: People 
GER283 , The Holocaust and Film 
GER286 , Great German Thinkers 
GER298 , Topics in Cultural Studies 
GER299 , German Abroad 
GER301 ," Language, Culture, and Identity "
GER303 , Interactive German Language and Culture 
GER304 , Reading and Translating 
GER307 , German for Professional Purposes 
GER308 , German Through Comics 
GER330 , Infamous Lovers 
GER331 , Exploring German Language and Literature 
GER350 , Performance German 2 
GER359 , Topics in German Film 
GER362 , German Film Classics 
GER363 , German Filmmakers in Hollywood 
GER364 , German and Russian Film Pioneers 
GER383 ," Culture in the Third Reich: Racism, Resistance, Legacy "
GER385 , Culture Behind the Iron Curtain 
GER395 , Waterloo in Germany Program 
GER396 , Waterloo in Germany Program 
GER397 , Waterloo in Germany Program 
GER398 , Topics in Cultural Studies 
GER399 , German Abroad 
GER407 , Experiential Learning and Transcultural Skills Development 
GER431 , Senior Seminar 
GER490 , Senior Honours Project 
GER495 , Reading Course in Ap proved Topics 
GERON201 , Aging  and Health 
GERON218 , Psy chology of Death and Dying 
GERON220 , Psy chosocial Perspectives on Lifespan Development and Health 
GERON245 , Canadian Health Systems 
GERON310 ," Development, Aging, and Health "
GERON352 , Sociology of Aging 
GERON355 , Biology of Human Aging 
GERON400 , Interdisciplinary Perspectives on Aging 
GERON401A , Independent Study in Aging 
GERON401B , Independent Study in Aging 
GA200 , Introduction to Global Affairs 
GA390 , Special Topics in Global Affairs 
GA400 , Capstone in Global Affairs 
GA490 , Special Topics in Global Affairs 
GBDA101 , Introduction to Digital Media Design 
GBDA102 , Introduction to Global Business 
GBDA201 , Digital Media Project 1 
GBDA202 , Digital Media Project 2 
GBDA203 , Introduction to Digital Culture 
GBDA204 , Working  in Teams and Project Management 
GBDA205 , Quantitative Methods 
GBDA206 , Introduction to Business Financials 
GBDA207 , Global Development and Business 
GBDA210 , Introduction to User Experience Design 
GBDA212 , Portfolio and Professional Communication 
GBDA228 , Digital Imaging  for Online Ap plications 
GBDA301 , Global Digital Project 1 
GBDA302 , Global Digital Project 2 
GBDA303 , Data and Society 
GBDA304 , Marketing  in the Digital World 
GBDA306 , Ethics and Values in Design 
GBDA307 , Organizational Behaviour 
GBDA308 , Entrepreneurship 
GBDA310 , Advanced User Experience Design and Research 
GBDA312 , Internship 
GBDA402 , Capstone Course: Cross Cultural Digital Business
GBDA405 , Strategic Management 
GBDA410 , Seminar in User Experience Research 
GBDA412 , Special Topics in Digital Cultures 
GBDA413 , Special Topics in Design and Society 
GBDA414 , Special Topics in Interaction Design 
GBDA465 , Study Abroad 
GRK101 , Introductory Ancient Greek 1 
GRK102 , Introductory Ancient Greek 2 
GRK105 , Introductory Modern Greek 
GRK201 , Intermediate Greek 
GRK202 , Selections from Greek Authors 
GRK291 , Intermediate Greek: Translation and Interpretation 
GRK331 , Advanced Studies in Greek: Prose 
GRK332 , Advanced Studies in Greek: Poetry 
GRK341 , Advanced Studies in Greek: Selected Topics 
GRK351 ," Greek Composition, Grammar and Reading "
GRK421 , Greek Epigraphy 
GRK451 ," Senior Greek Composition, Grammar and Reading "
GRK490 , Senior Studies in Greek: Selected Topics 
GRK491 , Senior Studies in Greek: Independent Study 
HEALTH100 , Foundations of a Healthy Lifestyle 
HEALTH105 , Mental Health Literacy 
HEALTH107 ," Sociology of Activity, Health, and Well Being"
HEALTH150 , Foundations of Human Anatomy and Physiology 
HEALTH395 , Study Abroad 
HEALTH490 , Interdisciplinary Health Topics 
HHUM101 , Foundations of Health Humanities 
HHUM218 , Sexual Health and Well Being  in Comics
HHUM221 , Monstrous Hunger 
HHUM222 ," Health, Illness, and Narrative "
HHUM241 ," Caregiving, Illness, and Relationships "
HHUM263 ," Contagion, Disease, and Illness in Italian Literature and Film "
HHUM288 ," Health, Medicine, and Spirituality "
HHUM306 , Public Health in Medieval Society 
HHUM307 , Concepts of Health and Disease in Western Medical History 
HHUM311 ," Culture, Mental Health, and Wellness "
HHUM312 , Cross Cultural Care Traditions
HHUM372 , Women and Medicine in Literature 
HHUM373 , Early Modern Bodies 
HHUM391 , Seminar in Health Humanities 
HIST101 , Modern Global History 
HIST102 ," War and Society in Europe, 1914 1945"
HIST103 , Canadian History Through Biogr aphy 
HIST105 , Rock 'n' Roll and US History 
HIST109 , Ten Days That Shook the World 
HIST110 , A History of the Western World 1 
HIST111 , A History of the Western World 2 
HIST112 , Science and Technology in Global History 
HIST113 , Canadian Business History: Innovators and Entrepreneurs 
HIST115 , Crusading  in the Middle Ages 
HIST191 , Special Topics in History 
HIST200 , History and Film 
HIST201 , Columbus and After: New Worlds in the Americas 
HIST202 , Introduction to Public History 
HIST203 , Methods of Public History 
HIST205 , History of Western Sport 
HIST206 , The Victorian Age 
HIST207 , The Beatles and the Sixties 
HIST208 , The Samurai 
HIST209 , Smallpox to Medicare: Canadian Medical History 
HIST210 , History of Ancient Law 
HIST212 , The Computing Society 
HIST213 , A History of Popular Culture 
HIST216 , From Gutenberg to Zuckerberg: A (Long) History of the Internet 
HIST220 , The Vietnam War 
HIST221 , Racism and Response in Canadian History 
HIST223 , The Holocaust in History 
HIST224 ," Food, Culture, and History "
HIST225 , History of Education in Canada 
HIST226 , Canada in World War 2 
HIST227 , The French Revolution and Napoleonic Europe 
HIST230 , Introduction to the Modern Middle East 
HIST231R , The History of East Asian Communities in Canada 
HIST232 , A History of Peace Movements 
HIST233 , Modern Japan 
HIST234 , The Catholic Church in Canada 
HIST235 , History of Christianity 
HIST236 , Law and Society in the Middle Ages 
HIST237 , The Ancient Near East and Egypt 
HIST238 , Hodinohso:ni History 
HIST239 ," History of Modern China, 1911 to the Present "
HIST242 , Greek History 
HIST246 , Environmental History 
HIST247 , Mennonite History: A Survey 
HIST250 , What is History? An Introduction to Historical Thinking 
HIST252 , Roman History 
HIST253 , Canada: Cultures and Conflicts in the Colonial Era 
HIST254 , Canada Since 1867: A New Nation 
HIST255 , Changing  Concepts of Childhood 
HIST256 , Murder in Canadian History 
HIST257 , The United States Through the Civil War Era 
HIST258 , The United States Since the Civil War Era 
HIST260 , Medieval Europe c.300 c.1500
HIST262 , Early Modern Europe 1450 1700
HIST263 , The Age of Revolution: Europe in the 19th Century 
HIST265 , Eastern Europe Since 1945 
HIST266 , The British Empire 1857 1956
HIST268 , A Global History of Empires 
HIST269 , Indigenous Histories in Canada 
HIST271 , Global Indigenous Issues 
HIST274 , Introduction to African History 
HIST275 , The Modern World in Historical Perspective 
HIST277 , Canadian Legal History 
HIST278 , Red Star vs. Swastika: Russia and WW2 
HIST282 , History of Modern South Asia 1750 2000
HIST291 , Special Topics in History 
HIST302 , Digital and Public History Project 
HIST303 , History Gone Digital: An Introduction to History with the Web 
HIST304 , Heresy and Religious Crises in Late Medieval Europe 
HIST305 , Historical Memory and National Identity 
HIST309 , The Discourse of Dissent 
HIST311 ," International Relations, 1890 1951"
HIST312 , The First World War 
HIST313 , Modern Family 
HIST314 , The American Civil Rights Movement 
HIST315 , U.S. and the World 
HIST316 , The Russian Revolution 
HIST317 , History of Sexuality: The Pre Modern Period
HIST318 , History of Sexuality: The Modern Period 
HIST319 , Animals in Human History 
HIST321 , Human Rights in Historical Perspective 
HIST322 , Global History of the Detention Camp 
HIST323 , Global History of the Prison 
HIST324 , Gardens and Gardeners in Canada: A History 
HIST327 , We are all Treaty People 
HIST328 ," Matriarchs, Warriors, and Aunties: Indigenous Women in Canadian History "
HIST329 , Origins of the Common Law 
HIST330 , Human Experimentation 
HIST341 , The Nazi Occupation of Europe 
HIST342 , Cold War Canada 
HIST347 ," Witches, Wives, and Whores "
HIST348 , The Radical Reformation 
HIST349 ," Tibet: History, Religion, and My th "
HIST350 , Canada and the Americas 
HIST351 , Canada: The Immigrant Experience 
HIST356 , Russia: From Tsars to Putin 
HIST357 ," Monsters, Martyrs, and Mayhem: Transgression in Early Modern Europe (1450 1800)"
HIST358 , Nazi Germany 
HIST359 , Fascism Beyond Germany 
HIST368 , African History in the 20th Century 
HIST369 , The Politics of Decolonization 
HIST370 ," Bond, Bowie, and Brexit: Britain from 1945 to the New Millennium "
HIST371 , Ireland Before the Famine 
HIST372 , Ireland After the Famine 
